Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Age
Nako,Yabuki Nako,야부키 나코,나코,2001-06-18,IZ*ONE,29/10/2018,Off The Record,Japan,,,,Tokyo,,,F,25.0
Nakta,Shin Yooncheol,신윤철,낙타,1993-04-24,,,,South Korea,,,,Daegu,,Topp Dogg,M,33.0
Nakyung,Lee Nakyung,이나경,나경,2000-06-01,fromis_9,24/01/2018,Off The Record,South Korea,,159.0,42.0,Mungyeong,,,F,26.0
Nakyung,Kim Nakyung,김나경,나경,2002-10-13,tripleS,13/02/2023,MODHAUS,South Korea,,166.0,,Ulsan,,,F,24.0
Namjoo,Kim Namjoo,김남주,남주,1995-04-15,Apink,19/04/2011,Plan A,South Korea,,165.0,,Seoul,,,F,31.0
Nana,Im Jinah,임진아,나나,1991-09-14,After School,15/01/2009,Pledis,South Korea,,,,Cheongju,Orange Caramel,,F,35.0
Nana,Kwon Nayeon,권나연,나나,2001-03-09,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F,25.0
Nancy,Nancy Mcdonie,낸시 맥다니,낸시,2000-04-13,MOMOLAND,9/11/2016,Double Kick,South Korea,USA,162.0,45.0,Daegu,,,F,26.0
Nara,Kwon Nara,권나라,나라,1991-03-13,Hello Venus,9/05/2012,Fantagio,South Korea,,172.0,52.0,Seongnam,,,F,35.0
Narachan,Jung Hyunwoo,정현우,나라찬,1996-09-23,MONT,14/05/2014,Starship,South Korea,,178.0,58.0,,,,M,30.0
Narae,Park Narae,박나래,나래,1988-02-23,SPICA,7/02/2012,CJ E&M,South Korea,,,,Incheon,SPICA-S,SPICA,F,38.0
Nari,Kim Nari,김나리,나리,1992-10-05,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F,34.0
Narin,Lee Narin,이나린,나린,2001-10-29,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F,25.0
Narin,Lee Eunseo,이은서,나린,2000-06-06,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,,,,F,26.0
Narsha,Park Hyojin,박효진,나르샤,1981-12-28,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F,45.0
Nason,Kim Duyeop,김두엽,네이슨,1995-06-12,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M,31.0
Nayeon,Im Nayeon,임나연,나연,1995-09-22,Twice,20/10/2015,JYP,South Korea,,163.0,,Seoul,,,F,31.0
Nayoung,Kim Nayoung,김나영,나영,1995-11-23,Gugudan,28/06/2016,Jellyfish,South Korea,,169.0,50.0,,,,F,31.0
Nayoung,Kim Nayoung,김나영,나영,2002-11-30,LIGHTSUM,10/06/2021,Cube,South Korea,,154.0,43.0,Chuncheon,,,F,24.0
Nayoung,Im Nayoung,임나영,나영,1995-12-18,Pristin,21/03/2017,Pledis,South Korea,,171.0,51.0,Chungcheongham,I.O.I| Pristin V,,F,31.0
Nayu,Kim Yewon,김예원,나유,2002-07-23,ILY:1,4/04/2022,FC ENM,South Korea,,,,,,,F,24.0
Nayun,Kim Nayun,김나윤,나윤,1998-07-31,MOMOLAND,9/11/2016,Double Kick,South Korea,,167.0,48.0,Seoul,,,F,28.0
NC.A,Im Soeun,임소은,앤씨아,1996-10-07,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Osan,,,F,30.0
New,Choi Chanhee,최찬희,뉴,1998-04-26,The Boyz,31/12/2017,Cre.Ker,South Korea,,175.0,51.0,Jeonju,,,M,28.0
New Sun,Choi Yoonsun,최윤선,뉴썬,1997-06-19,Sonamoo,29/12/2014,TS,South Korea,,172.0,,,,,F,29.0
Nichkhun,Nichkhun Horvejkul,닛차쿤 허라웻차꾼,닉쿤,1988-06-24,2PM,4/07/2008,JYP,Thailand,USA,180.0,64.0,California,,,M,38.0
Nicole,Nicole Jung,정니콜,니콜,1991-10-07,KARA,29/03/2007,DSP,South Korea,USA,,,Los Angeles,,,F,35.0
Niel,Ahn Daniel,안다니엘,니엘,1994-08-16,Teen Top,9/07/2010,TOP Media,South Korea,,,,Anyang,,,M,32.0
Ni-Ki,Nishimura Riki,니시무라 리키,니키,2005-12-09,ENHYPEN,30/11/2020,Be:lift,Japan,,,,,,,M,21.0
Nina,Nina Nadia Mateer,니나 나디아 마티어,니나,2003-03-15,IRRIS,6/07/2022,Mellow,Australia,South Korea,174.0,51.0,Brisbane,,,F,23.0
Nine,Jung Wookjin,정욱진,나인,1999-12-13,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,27.0
Ningning,Ning Yizhuo,닝이쭤,닝닝,2002-10-23,aespa,17/11/2020,SM,China,,165.0,43.0,Harbin,,,F,24.0
Noah,Hwang Seundae,황승대,노아,1998-03-18,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M,28.0
Noah,Song Yubin,송유빈,노아,2000-08-02,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M,26.0
Noeul,No Eul,노을,노을,1989-05-10,Rainbow,12/11/2009,DSP,South Korea,,164.0,44.0,Jeonju,,,F,37.0
Nova,Maria Pavlovna Emelyanova,마리아 파블로브나 에멜야노바,노바,2002-10-10,X:IN,11/04/2023,Escrow,Russia,,,,Moscow,,,F,24.0
O.V,Kim Sanchan,김상찬,오뷔,1999-01-03,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M,27.0
Olivia Hye,Son Hyeju,손혜주,올리비아 혜,2001-11-13,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F,25.0
On,Kim Dongwoo,김동우,온,,ABLUE,23/10/2022,J-Star,South Korea,,177.0,65.0,,,,M,
On,Choi Juhwan,최주환,온,2002-10-16,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M,24.0
Onda,Jo Selim,조세림,온다,2000-05-18,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F,26.0
Onejunn,Jo Wonjun,조원준,원준,1988-11-22,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,179.0,61.0,Changwon,,,M,38.0
Onew,Lee Jinki,이진기,온유,1989-12-14,SHINee,25/05/2008,SM,South Korea,,177.0,61.0,Gwangmyeong,,,M,37.0
P.O,Pyo Jihoon,표지훈,피오,1993-02-02,Block B,15/04/2011,KQ,South Korea,,181.0,64.0,Seoul,Bastarz,,M,33.0
Park Kyung,Park Kyung,박경,박경,1992-07-08,Block B,15/04/2011,KQ,South Korea,,176.0,56.0,Seoul,,,M,34.0
Peniel,Shin Donggeun,신동근,프니엘,1993-03-10,BtoB,21/03/2012,Cube,South Korea,USA,175.0,63.0,Chicago,,,M,33.0
P-Goon,Park Sehyuk,박세혁,피군,1991-10-18,,,,South Korea,,,,Seoul,,Topp Dogg,M,35.0
Pharita,Pharita Chaikong,파리따 차이콩,파리타,2005-08-26,BABYMONSTER,0/01/1900,YG,Thailand,,,,Bangkok,,,F,21.0
Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,2003-01-10,Ghost9,23/09/2020,Maroo,Thailand,,,,,,,M,23.0
PSY,Park Jaesang,박재상,싸이,1977-12-31,,,,South Korea,,,,Seoul,,,M,49.0
Q,Ji Changmin,지창민,큐,1998-11-05,The Boyz,31/12/2017,Cre.Ker,South Korea,,175.0,56.0,,,,M,28.0
Qri,Lee Jihyun,이지현,큐리,1986-12-12,T-ara,29/07/2009,MBK,South Korea,,162.0,44.0,Goyang,,,F,40.0
ra.L,Yi Taehyun,이태현,라엘,2003-09-29,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M,23.0
Rachel,Sung Nayeon,성나연,레이첼,2000-08-28,APRIL,24/08/2015,DSP,South Korea,USA,,,,,,F,26.0
Rain,Jung Jihoon,정지훈,비,1982-06-25,,,,South Korea,,,,Seosan,,,M,44.0
Raina,Oh Hyerin,오혜린,레이나,1989-05-07,After School,15/01/2009,Pledis,South Korea,,,,Ulsan,Orange Caramel,,F,37.0
Rainie,Chu Chingyu,주칭위,레이니,2000-11-16,bugAboo,25/10/2021,A team,Taiwan,,,,,,,F,26.0
Rakwon,Seok Rakwon,석락원,락원,2003-11-14,ATBO,27/07/2022,IST,South Korea,,172.0,,Seoul,,,M,23.0
Rano,Byun Yongseop,변용섭,라노,1998-12-10,E'LAST,9/06/2020,E Entertainment,South Korea,,175.0,60.0,,,,M,28.0
Raon,Lee Seoyoung,이서영,라온,2000-01-21,ANS,16/09/2019,ANS,South Korea,,,,,,,F,26.0
Raots,Ren Yuchen,런위천,라오츠,2000-03-01,JWiiver,17/02/2022,JTG,China,,,,,,,M,26.0
Ravi,Kim Wonsik,김원식,라비,1993-02-15,VIXX,24/05/2012,Jellyfish,South Korea,,183.0,65.0,Seoul,VIXX LR,,M,33.0
Ravn,Kim Yoongjo,김영조,레이븐,1995-09-02,Oneus,9/01/2019,RBW,South Korea,,,,,,,M,31.0
Rayeon,Lee Rayeon,이나연,나연,2001-11-24,FANATICS,6/08/2019,FENT,South Korea,,167.0,45.0,Gwangju,,,F,25.0
Red,Lee Heejin,이희진,빨강,1991-07-10,Pungdeng-E,11/12/2013,DOMA,South Korea,,163.0,,Daegu,,,F,35.0
Rei,Naoi Rei,나오이 레이,레이,2004-02-03,IVE,1/12/2021,Starship,Japan,,169.0,47.0,,,,F,22.0
Remi,Katsuno Rise,카츠노 리세,레미,2001-04-26,Cherry Bullet,21/01/2019,FNC,Japan,,,,,,,F,25.0
Ren,Choi Minki,최민기,렌,1995-11-03,NU'EST,15/03/2012,Pledis,South Korea,,,,Busan,NU'EST W,,M,31.0
Rena,Kang Yebin,강예빈,레나,1998-10-19,Hinapia,3/11/2019,Alseulbit,South Korea,,162.0,49.0,,Pristin V,Pristin,F,28.0
Renjun,Hwang Renjun,황런쥔,런쥔,2000-03-23,NCT,9/04/2016,SM,China,,,,Jilin,NCT Dream,,M,26.0
Ria,Kuwayama Ria,쿠와야마 리아,리아,1998-02-03,BOTOPASS,26/08/2020,WKS ENE,Japan,,,,,,,F,28.0
Ricky,Yoo Changhyun,유창현,리키,1995-02-27,Teen Top,9/07/2010,TOP Media,South Korea,,,,Seoul,,,M,31.0
Rie,Lee Seungho,이성호,리에,1996-11-06,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,30.0
Rihan,Choi Yeonsik,최연식,리한,1998-05-22,JWiiver,17/02/2022,JTG,South Korea,,,,,,,M,28.0
Riho,Jin Seungwook,진승욱,리호,1998-03-01,VARSITY,5/01/2017,GKC,South Korea,,178.0,59.0,Incheon,,,M,28.0
Riina,Lee Seunghyeon,이승현,리이나,2001-02-21,H1-KEY,5/01/2022,GLG,South Korea,,172.0,55.0,,,,F,25.0
Rina,Kang Soeun,강소은,리나,2001-09-27,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F,25.0
Rinji,Hwang Rinji,황린지,린지,2006-05-05,Pixy,24/02/2021,ALLART,South Korea,,169.0,,,,,F,20.0
Rio,Son Gwanghyuk,손광혁,리오,1999-07-16,14U,17/04/2017,BG,South Korea,,,,,,,M,27.0
Ririka,Kishida Ririka,키시다 리리카,리리카,2002-07-02,ILY:1,4/04/2022,FC ENM,Japan,,162.0,,,,,F,24.0
Riwon,Kim Riwon,김리원,리원,2007-01-11,CLASS:y,5/05/2022,Universal,South Korea,,156.0,,,,,F,19.0
RM,Kim Namjoon,김남준,알엠,1994-09-12,BTS,13/06/2013,Big Hit,South Korea,,181.0,67.0,Ilsan,,,M,32.0
Roa,Kim Minkyung,김민경,로아,1997-07-29,Hinapia,3/11/2019,Alseulbit,South Korea,,172.0,49.0,,Pristin V,Pristin,F,29.0
Roa,,,로아,,X:IN,11/04/2023,Escrow,South Korea,,,,,,,F,
Rocky,Park Minhyuk,박민혁,라키,1999-02-25,ASTRO,23/02/2016,Fantagio,South Korea,,,,Jinju,,,M,27.0
Roda,Shin Joongmin,신중민,로다,1998-09-19,MONT,14/05/2014,Starship,South Korea,,179.0,60.0,,,,M,28.0
Roel,Kim Sunho,김선호,로엘,1997-02-13,ARGON,11/03/2019,MSH,South Korea,,,,,,,M,29.0
Rokhyun,Kim Rokhyun,김록현,록현,1991-02-10,100%,18/09/2012,TOP Media,South Korea,,,,Suncheon,,,M,35.0
Romin,Choi Youngmin,최영민,로민,2001-04-24,E'LAST,9/06/2020,E Entertainment,South Korea,,179.0,58.0,,,,M,25.0
Ron,Cheon Byeonghwa,천병화,론,1991-01-22,Bigflo,19/07/2014,HO,South Korea,,183.0,62.0,,,,M,35.0
Rona,Chang Ching,장찡,로나,2002-06-05,ILY:1,4/04/2022,FC ENM,Taiwan,,165.0,,Taipei,,,F,24.0
Roni,Jeong Rowoon,정로운,로니,1994-07-31,,,,South Korea,,174.0,55.0,,,XEED,M,32.0
Rora,Lee Dain,이다인,로라,2008-08-05,BABYMONSTER,0/01/1900,YG,South Korea,,,,,,,F,18.0
Rosé,Roseanne Park,로잔느 박,로제,1997-02-11,BLACKPINK,8/08/2016,YG,South Korea,,167.0,,Auckland,,,F,29.0
Roshin,Bae Sijun,배시준,로신,2001-04-13,JWiiver,17/02/2022,JTG,South Korea,,,,Daegu,,,M,25.0
Rowoon,Kim Seokwoo,김석우,로운,1996-08-07,SF9,5/10/2016,FNC,South Korea,,,,,,,M,30.0
Royeon,Jeon Hyunjoo,전현주,로연,1998-02-20,ANS,16/09/2019,ANS,South Korea,,,,,,,F,28.0
Rubin,Lee Haejoon,이해준,루빈,1995-08-16,1TEAM,27/03/2019,LiveWorks,South Korea,,,,,,,M,31.0
Ruby,Heo Jiwon,허지원,루비,2002-08-21,PRIMROSE,13/03/2023,AO,South Korea,,,,,,,F,24.0
Rui,Jang Rui,장루이,루이,2000-03-07,7 O'clock,26/08/2014,Jungle,South Korea,,178.0,63.0,Seoul,,,M,26.0
Rui,Watanabe Rui,와타나베 루이,루이,1994-10-08,H.U.B,9/02/2017,New Planet,Japan,,,,,,N-Bulance,F,32.0
Ruka,Kawai Ruka,카와이 루카,루카,2002-03-20,BABYMONSTER,0/01/1900,YG,Japan,,,,,,,F,24.0
Ryeowook,Kim Ryeowook,김려욱,려욱,1987-06-21,Super Junior,6/11/2005,SM,South Korea,,175.0,58.0,Incheon,Super Junior-M,,M,39.0
Ryujei,Chae Hocheol,채호철,류제이,1997-11-08,JWiiver,17/02/2022,JTG,South Korea,,175.0,54.0,Incheon,,,M,29.0
Ryujin,Shin Ryujin,신류진,류진,2001-04-17,ITZY,12/02/2019,JYP,South Korea,,,,Seoul,,,F,25.0
S.Coups,Choi Seungcheol,최승철,에스.쿱스,1995-08-08,Seventeen,26/05/2015,Pledis,South Korea,,177.0,63.0,Daegu,,,M,31.0
Saebom,Kim Seyoung,김세영,새봄,1995-01-13,Favorite,5/07/2017,Astory,South Korea,,,,Gwacheon,,,F,31.0
Saebom,Kim Saerok,김새록,새봄,1997-01-30,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F,29.0
Saebyeok,Shim Jaeyoung,심재영,새벽,1996-11-09,Ho1iday,26/04/2013,LOEN,South Korea,,,,,,,F,30.0
Saebyeol,Han Saebyeol,한새별,새별,1996-05-23,Matilda,18/03/2016,Box,South Korea,,,168.0,,,,F,30.0
Saena,Jung Sehyun,정세현,새나,2004-03-12,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,160.0,42.0,Busan,,,F,22.0
Saerom,Lee Saerom,이새롬,새롬,1997-01-07,fromis_9,24/01/2018,Off The Record,South Korea,,,,Gangwon,,,F,29.0
Sakang,Jeon Sakang,정사강,사강,2002-10-26,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,24.0
Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,1998-03-19,LE SSERAFIM,2/05/2022,Source,Japan,,,,Kagoshima,,IZ*ONE,F,28.0
Sally,Liu Xiening,류셰닝,샐리,1996-10-23,Gugudan,28/06/2016,Jellyfish,China,,,,Guangdong,,,F,30.0
Samuel,Kim Samuel,김사무엘,사무엘,2002-01-17,,,,South Korea,USA,,,Los Angeles,,1PUNCH,M,24.0
San,Choi San,최산,산,1999-07-10,ATEEZ,24/10/2018,KQ,South Korea,,173.0,,,,,M,27.0
Sana,Minatozaki Sana,미나토자키 사나,사나,1996-12-29,Twice,20/10/2015,JYP,Japan,,168.0,,Osaka,MISAMO,,F,30.0
Sandeul,Lee Junghwan,이정환,산들,1992-03-20,B1A4,19/04/2010,WM,South Korea,,178.0,62.0,Busan,,,M,34.0
Sanga,Lee Sanga,이상아,상아,1999-08-05,,,,South Korea,,165.0,,,,Pink Fantasy,F,27.0
Sangah,Yoo Sangah,윤상아,상아,2002-09-04,LIGHTSUM,10/06/2021,Cube,South Korea,,168.0,,Incheon,,,F,24.0
Sangdo,Yoo Sangdo,유상도,상도,1993-03-02,Topp Dogg,1/04/2020,n.CH,South Korea,,,,Incheon,,,M,33.0
Sangho,Jo Sangho,조상호,상호,1995-02-10,SNUPER,16/11/2015,Widmay,South Korea,,,,Changwon,,,M,31.0
Sanghoon,Lee Sanghoon,이상훈,상훈,1993-12-23,,,,South Korea,,,,Cheongju,,100%,M,33.0
Sangil,Shim Sangil,심상일,상일,1993-05-01,SNUPER,16/11/2015,Widmay,South Korea,,,,Seoul,,,M,33.0
Sangmin,Kim Sangmin,김상민,상민,1992-07-07,CROSS GENE,8/07/2012,Amuse,South Korea,,178.0,67.0,Jinju,,,M,34.0
Sangwoo,Kim Sangwoo,김상우,상우,2002-09-03,JUST B,30/06/2021,Bluedot,South Korea,,,,,,,M,24.0
Sangyeon,Lee Sangyeon,이상연,상연,1996-11-04,The Boyz,31/12/2017,Cre.Ker,South Korea,,176.0,61.0,,,,M,30.0
Sanha,Yoon Sanha,윤산하,산하,2000-03-21,ASTRO,23/02/2016,Fantagio,South Korea,,,,Seoul,,,M,26.0
Satbyeol,Jeon Yujin,전유진,샛별,2001-02-27,,,,South Korea,,165.0,,,,Girls Alert| Pixy,F,25.0
Sea,Kim Sujeong,김수정,세아,1999-12-05,Highteen,14/10/2016,Elijah,South Korea,,,,,,,F,27.0
Sebin,Jang Sebin,장세빈,세빈,1996-04-24,SNUPER,16/11/2015,Widmay,South Korea,,,,Pocheon,OMEGA X,,M,30.0
Seea,Kang Eunyoung,강은영,시아,1994-08-21,Pink Fantasy,28/10/2018,My Doll,South Korea,,160.0,43.0,,,,F,32.0
Seeun,Yoon Seeun,윤세은,세은,2003-06-14,STAYC,12/11/2020,Hi-Up,South Korea,,167.0,49.0,Pyeongtaek,,,F,23.0
Seeun,Park Seeun,박세은,세은,2005-08-17,xikers,30/03/2023,KQ,South Korea,,180.0,,Daegu,,,M,21.0
Segye,Shin Segye,신세계,세계,1998-08-19,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,Rose Finger,F,28.0
Sehun,Oh Sehun,오세훈,세훈,1994-04-12,EXO,8/04/2012,SM,South Korea,,181.0,63.0,Seoul,,,M,32.0
Sehyung,Kang Sehyung,강세형,세형,1998-12-13,Berry Good,21/05/2014,Asia Bridge,South Korea,,169.0,,,,,F,28.0
Sei,Lee Seojung,이서정,세이,2000-01-07,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F,26.0
Sejeong,Kim Sejeong,김세정,세정,1996-08-28,Gugudan,28/06/2016,Jellyfish,South Korea,,164.0,48.0,,,I.O.I,F,30.0
Sejin,Lee Sejin,이세진,세진,1999-07-22,14U,17/04/2017,BG,South Korea,,,,,,,M,27.0
Sejun,Lim Sejun,임세준,세준,1996-05-04,VICTON,9/11/2016,Plan A,South Korea,,,,,,,M,30.0
Seline,Jung Yeonjeong,정연정,셀린,2000-06-20,Cignature,4/02/2020,C9,South Korea,,,,,,,F,26.0
Semi,Gu Semi,구세미,세미,2002-04-10,Cignature,4/02/2020,C9,South Korea,,166.0,46.0,,,,F,24.0
Semmi,Oh Heesun,오희선,세미,1995-10-22,Matilda,18/03/2016,Box,South Korea,,,165.0,,,,F,31.0
Seogoong,Park Hyunho,박현호,서궁,1992-05-01,,,,South Korea,,,,Seongnam,,Topp Dogg,M,34.0
Seoham,Park Seoham,박서함,서함,1993-10-28,KNK,3/03/2016,YNB,South Korea,,190.0,70.0,,,,M,33.0
Seoho,Lee Seoho,이서호,서호,1996-06-07,Oneus,9/01/2019,RBW,South Korea,,,,,,,M,30.0
Seohyun,Seo Joohyun,서주현 ,서현 ,1991-06-28,SNSD,4/08/2021,Good Luck,South Korea,,168.0,48.0,Seoul,TTS,,F,35.0
Seoi,Lee Yejin,이예진,서이,2000-02-12,H1-KEY,5/01/2022,GLG,South Korea,,169.0,,,,,F,26.0
Seokcheol,Lee Seokchul,이석철,석철,2000-01-11,TheEastLight,15/11/2018,Stardium,South Korea,,,170.0,,,,M,26.0
Seokhwa,Kang Seokhwa,강석화,석화,2000-12-01,WEi,5/10/2020,OUI,South Korea,,172.0,56.0,,,,M,26.0
Seokyoung,Kim Seokyung,김서경,서경,1999-04-16,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,,,,F,27.0
Seol,Min Jihye,민지혜,설,1997-01-01,P.O.P,26/07/2017,DWM,South Korea,,,,Gunsan,,,F,29.0
Seola,Kim Hyunjung,김현정,설아,1994-12-24,WJSN,25/02/2016,Starship,South Korea,,165.0,,Seoul,WJMK| WJSN The Black,,F,32.0
Seolhyun,Kim Seolhyun,김설현,설현,1995-01-03,AoA,30/07/2012,FNC,South Korea,,167.0,47.0,Bucheon,,,F,31.0
Seonghwa,Park Seonghwa,박성화,성화,1998-04-03,ATEEZ,24/10/2018,KQ,South Korea,,178.0,,Jinju,,,M,28.0
Seonglee,Kim Seonglee,김성리,성리,1994-04-06,,,,South Korea,,173.0,,,,RAINZ,M,32.0
Seongmin,Ahn Seongmin,안성민,성민,2003-08-01,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M,23.0
Seongsoo,Park Seongsoo,박성수,성수,1999-04-07,ABLUE,23/10/2022,J-Star,South Korea,,180.0,65.0,,,BECZ,M,27.0
Seongwu,Ong Seunwu,옹성우,성우,1995-08-25,Wanna One,7/08/2017,YMC,South Korea,,,,Incheon,,,M,31.0
Seonyu,Kim Seonyu,김선유,선유,2008-03-20,CLASS:y,5/05/2022,Universal,South Korea,,159.0,,,,,F,18.0
Seoryoung,Lee Seoryung,이서령,서령,2000-01-26,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,,,,F,26.0
Seowon,Jang Seowon,장서원,서원,2006-12-05,Lapillus,22/06/2022,MLD,South Korea,,,,Gwangju,,,F,20.0
Seowon,Seo Won,서원,서원,2000-12-18,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,26.0
Seoyeon,Ahn Seoyeon,안서연,서연,2005-03-26,CSR,27/07/2022,A2Z,South Korea,,,,Bucheon,,,F,21.0
Seoyeon,Kim Minju,김민주,서연,1995-11-26,Favorite,5/07/2017,Astory,South Korea,,,,Gwacheon,,,F,31.0
Seoyeon,Lee Seoyeon,이서연,서연,2000-01-22,fromis_9,24/01/2018,Off The Record,South Korea,,,,Seoul,,,F,26.0
Seoyeon,Yoon Seoyeon,윤서연,서연,2003-08-06,tripleS,13/02/2023,MODHAUS,South Korea,,,,,,,F,23.0
Seoyoon,Kim Suyoung,김수영,서윤,1995-01-26,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,ILUV,F,31.0
Seoyoung,Lee Seoyoung,이서영,서영,1994-06-27,Hello Venus,9/05/2012,Fantagio,South Korea,,164.0,50.0,,,,F,32.0
Seoyul,Seo Yuri,서유리,서율,1997-11-26,Berry Good,21/05/2014,Asia Bridge,South Korea,,163.0,,,,,F,29.0
Serim,Park Serim,박세림,세림,1999-03-03,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M,27.0
Serri,Park Miyeon,박미연,세리,1990-09-16,Dal Shabet,3/01/2011,Happy Face,South Korea,,,,Seoul,,,F,36.0
Seulgi,Kang Seulgi,강슬기,슬기,1994-02-10,Red Velvet,1/08/2014,SM,South Korea,,162.0,,Seoul,Red Velvet - IRENE SEULGI,,F,32.0
Seulgi,Jeong Seulgi,정슬기,슬기,1990-05-12,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,,F,36.0
Seungah,Oh Seungah,오승아,승아,1988-09-13,Rainbow,12/11/2009,DSP,South Korea,,167.0,45.0,Seoul,Rainbow Blaxx| Rainbow Pixie,,F,38.0
Seungchan,Kang Seungchan,강승찬,승찬,2003-01-01,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M,23.0
Seungeun,Shim Seungeun,심승은,승은,2000-12-27,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F,26.0
Seunghan,Lee Seunghan,이승한,승한,1996-02-22,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M,30.0
Seunghee,Oh Seunghee,오승희,승희,1995-10-10,CLC,19/03/2015,Cube,South Korea,,163.0,,Gwangju,,,F,31.0
Seunghee,Hyun Seunghee,현승희,승희,1996-01-25,Oh My Girl,21/04/2015,WM,South Korea,,160.0,48.0,Chuncheon,,,F,30.0
Seungheon,Lee Seungheon,이승헌,승헌,2007-05-15,8TURN,30/01/2023,MNH,South Korea,,171.0,51.0,,,,M,19.0
Seungho,Yang Seungho,양승호,승호,1987-10-16,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Seoul,,,M,39.0
Seunghun,Kim Seunghun,김승훈,승훈,1999-02-26,CIX,23/07/2019,C9,South Korea,,181.0,69.0,,,,M,27.0
Seunghwan,Lee Seunghwan,이승환,승환,2000-05-20,1the9,9/02/2019,MBK,South Korea,,178.0,64.0,,,,M,26.0
Seunghwan,Park Seunghwan,박승환,승환,2002-04-06,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M,24.0
Seunghwan,Jeong Seunghwan,정승환,승환,2004-01-27,ATBO,27/07/2022,IST,South Korea,,177.0,,Busan,,,M,22.0
Seunghwan,Lee Seunghwan,이승환,승환,1994-12-10,Romeo,4/11/2015,CT,South Korea,,,,,,,M,32.0
Seunghyub,Lee Seunghyub,이승협,승협,1992-10-31,N.Flying,20/05/2015,FNC,South Korea,,,,Daegu,,,M,34.0
Seunghyun,Lee Seunghyun,이승현,승현,1998-07-17,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,Spectrum,M,28.0
Seunghyun,Song Seungyun,송승현,승현,1992-08-21,FTISLAND,7/06/2007,FNC,South Korea,,,,Seoul,,,M,34.0
Seunghyun,Lee Seunghyun,이승현,승현,2001-12-31,TheEastLight,15/11/2018,Stardium,South Korea,,,,,,,M,25.0
Seungjun,Ji Seungjun,지승준,승준,1998-09-15,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,28.0
Seungkwan,Boo Seungkwan,부승관,승관,1998-01-16,Seventeen,26/05/2015,Pledis,South Korea,,172.0,58.0,Jeju,,,M,28.0
Seungmin,Bae Seungmin,배승민,승민,1998-10-13,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M,28.0
Seungmin,Lee Seungmin,이승민,승민,1996-02-03,Hash Tag,11/10/2017,LUK,South Korea,,162.0,,,,,F,30.0
Seungmin,Kim Seungmin,김승민,승민,2000-09-22,Stray Kids,25/03/2018,JYP,South Korea,,,,Seoul,,,M,26.0
Seungri,Lee Seunghyun,이승현,승리,1990-12-12,,,,South Korea,,176.0,60.0,Gwangju,,BIGBANG,M,36.0
Seungsik,Kang Seungsik,강승식,승식,1995-04-16,VICTON,9/11/2016,Plan A,South Korea,,,,,,,M,31.0
Seungwoo,Han Seungwoo,한승우,승우,1994-12-24,VICTON,9/11/2016,Plan A,South Korea,,,,,,X1,M,32.0
Seungyeon,Jang Seunyeon,장승연,승연,1996-11-06,CLC,19/03/2015,Cube,South Korea,,163.0,,Seongnam,,,F,30.0
